continent,location,date,population,rolling_people_vaccinated,rolling_people_vaccinated_percentage
Africa,Congo,2021-03-27,5518092,NULL,0.00
Asia,Malaysia,2020-02-11,32365998,NULL,0.00
South America,Paraguay,2020-05-02,7132530,NULL,0.00
Africa,South Sudan,2020-09-02,11193729,NULL,0.00
Europe,Andorra,2020-03-02,77265,NULL,0.00
South America,Argentina,2020-08-05,45195777,NULL,0.00
Europe,Belarus,2020-08-21,9449321,NULL,0.00
Africa,Burkina Faso,2020-12-08,20903278,NULL,0.00
North America,Saint Lucia,2020-04-13,183629,NULL,0.00
Asia,Saudi Arabia,2020-11-04,34813867,NULL,0.00
Europe,Vatican,2020-05-05,809,NULL,0.00
Europe,Cyprus,2020-07-30,875899,NULL,0.00
Europe,Ukraine,2020-12-22,43733759,NULL,0.00
Asia,Vietnam,2021-03-01,97338583,NULL,0.00
Europe,Bosnia and Herzegovina,2021-01-30,3280815,NULL,0.00
Asia,Cambodia,2020-02-09,16718971,NULL,0.00
Asia,Georgia,2020-06-23,3989175,NULL,0.00
Asia,Kuwait,2021-01-24,4270563,NULL,0.00
Asia,Kyrgyzstan,2020-09-27,6524191,NULL,0.00
Asia,Afghanistan,2021-02-15,38928341,NULL,0.00
Europe,France,2020-09-19,68147687,NULL,0.00
Africa,Gambia,2020-12-25,2416664,NULL,0.00
Europe,Ireland,2021-04-08,4937796,NULL,0.00
Asia,Jordan,2020-11-03,10203140,NULL,0.00
Africa,Lesotho,2020-12-27,2142252,NULL,0.00
Africa,Madagascar,2020-07-07,27691019,NULL,0.00
Asia,Sri Lanka,2021-01-21,21413250,NULL,0.00
North America,United States,2020-08-26,331002647,NULL,0.00
Africa,Benin,2020-03-27,12123198,NULL,0.00
North America,El Salvador,2020-06-17,6486201,NULL,0.00
North America,Panama,2020-03-16,4314768,NULL,0.00
North America,Mexico,2020-01-17,128932753,NULL,0.00
Africa,Niger,2020-07-16,24206636,NULL,0.00
Europe,Slovakia,2020-12-20,5459643,NULL,0.00
Europe,Latvia,2020-06-17,1886202,NULL,0.00
Asia,Palestine,2020-06-05,5101416,NULL,0.00
South America,Colombia,2020-03-26,50882884,NULL,0.00
Europe,Netherlands,2020-04-26,17134873,NULL,0.00
South America,Uruguay,2020-11-04,3473727,NULL,0.00
Asia,Bahrain,2020-09-22,1701583,NULL,0.00
Asia,Bangladesh,2020-06-21,164689383,NULL,0.00
North America,Barbados,2020-06-10,287371,NULL,0.00
Africa,Comoros,2020-10-15,869595,NULL,0.00
Africa,Equatorial Guinea,2020-04-28,1402985,NULL,0.00
Asia,India,2020-03-24,1380004385,NULL,0.00
Africa,Nigeria,2020-08-18,206139587,NULL,0.00
Europe,Albania,2020-08-01,2877800,NULL,0.00
South America,Brazil,2020-11-19,212559409,NULL,0.00
Asia,China,2020-09-04,1439323774,NULL,0.00
Africa,Ghana,2021-01-19,31072945,NULL,0.00
Africa,Guinea-Bissau,2020-06-06,1967998,NULL,0.00
North America,Jamaica,2020-09-06,2961161,NULL,0.00
Africa,Malawi,2020-05-31,19129955,NULL,0.00
Oceania,Marshall Islands,2021-03-27,59194,NULL,0.00
Africa,Eswatini,2020-04-11,1160164,NULL,0.00
Europe,North Macedonia,2021-02-19,2083380,NULL,0.00
Africa,Rwanda,2020-07-10,12952209,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-10-02,110947,NULL,0.00
Asia,South Korea,2020-12-10,51269183,NULL,0.00
North America,Canada,2020-06-08,37742157,NULL,0.00
South America,Falkland Islands,2021-03-25,3483,NULL,0.00
Europe,Greece,2020-10-02,10423056,NULL,0.00
Europe,Belgium,2020-03-13,11589616,NULL,0.00
Asia,Kuwait,2020-07-30,4270563,NULL,0.00
Asia,Oman,2020-06-30,5106622,NULL,0.00
Europe,Croatia,2021-01-18,4105268,NULL,0.00
Africa,Gambia,2020-06-30,2416664,NULL,0.00
Africa,Lesotho,2020-07-02,2142252,NULL,0.00
Africa,Madagascar,2021-01-01,27691019,NULL,0.00
North America,Nicaragua,2020-09-23,6624554,NULL,0.00
Africa,Morocco,2020-11-09,36910558,NULL,0.00
Africa,Namibia,2021-01-29,2540916,NULL,0.00
Africa,Algeria,2021-02-03,43851043,NULL,0.00
North America,Guatemala,2020-08-04,17915567,NULL,0.00
Africa,Liberia,2020-09-09,5057677,NULL,0.00
Asia,Malaysia,2021-02-18,32365998,NULL,0.00
Asia,Qatar,2020-08-16,2881060,NULL,0.00
Europe,Serbia,2020-07-22,6804596,NULL,0.00
North America,Turks and Caicos Islands,2021-01-27,38718,NULL,0.00
Africa,Botswana,2020-05-17,2351625,NULL,0.00
Africa,Malawi,2020-11-25,19129955,NULL,0.00
North America,Mexico,2020-07-13,128932753,NULL,0.00
Asia,Taiwan,2021-03-11,23816775,NULL,0.00
Asia,Kyrgyzstan,2020-04-02,6524191,NULL,0.00
Europe,Sweden,2020-07-02,10099270,NULL,0.00
Asia,Thailand,2020-07-06,69799978,NULL,0.00
Africa,Botswana,2020-11-11,2351625,NULL,0.00
South America,Chile,2020-07-10,19116209,NULL,0.00
Europe,Vatican,2020-04-11,809,NULL,0.00
Europe,Poland,2020-05-19,37846605,NULL,0.00
North America,Cuba,2020-11-27,11326616,NULL,0.00
Europe,Spain,2020-04-20,46754783,NULL,0.00
North America,Trinidad and Tobago,2020-10-08,1399491,NULL,0.00
Africa,Zambia,2020-05-12,18383956,NULL,0.00
Europe,Bulgaria,2020-10-25,6948445,NULL,0.00
North America,Costa Rica,2020-08-12,5094114,NULL,0.00
Africa,Democratic Republic of Congo,2020-10-22,89561404,NULL,0.00
Africa,Egypt,2021-02-07,102334403,NULL,0.00
Asia,Iraq,2020-12-27,40222503,NULL,0.00
Africa,Mauritius,2020-12-11,1271767,NULL,0.00
Europe,Slovenia,2020-08-17,2078932,NULL,0.00
Asia,Uzbekistan,2021-03-14,33469199,NULL,0.00
Africa,Liberia,2021-03-06,5057677,NULL,0.00
Europe,San Marino,2020-10-12,33938,NULL,0.00
Asia,Syria,2021-01-22,17500657,NULL,0.00
North America,Trinidad and Tobago,2021-03-05,1399491,NULL,0.00
South America,Brazil,2020-05-01,212559409,NULL,0.00
Africa,Burundi,2020-12-03,11890781,NULL,0.00
Africa,Kenya,2021-03-21,53771300,NULL,0.00
Asia,Maldives,2020-07-17,540542,NULL,0.00
Asia,Pakistan,2020-05-07,220892331,NULL,0.00
North America,United States,2020-03-01,331002647,NULL,0.00
Europe,Ireland,2020-10-12,4937796,NULL,0.00
Europe,Kosovo,2021-02-25,1932774,NULL,0.00
South America,Suriname,2020-03-20,586634,NULL,0.00
Europe,Sweden,2021-01-20,10099270,NULL,0.00
Asia,United Arab Emirates,2020-06-19,9890400,NULL,0.00
Africa,Angola,2020-09-05,32866268,NULL,0.00
Europe,Austria,2020-08-18,9006400,NULL,0.00
Europe,Ireland,2020-04-17,4937796,NULL,0.00
Africa,Mali,2020-11-23,20250834,NULL,0.00
Europe,Malta,2020-07-31,441539,NULL,0.00
Oceania,Solomon Islands,2020-10-12,686878,NULL,0.00
Asia,Yemen,2020-06-04,29825968,NULL,0.00
Africa,Burundi,2020-06-08,11890781,NULL,0.00
Africa,Comoros,2021-04-11,869595,NULL,0.00
Europe,Latvia,2020-12-12,1886202,NULL,0.00
Europe,Romania,2020-06-08,19237682,NULL,0.00
Europe,Netherlands,2020-10-21,17134873,NULL,0.00
South America,Uruguay,2020-05-10,3473727,NULL,0.00
Asia,Bangladesh,2020-12-16,164689383,NULL,0.00
North America,Grenada,2020-11-18,112519,NULL,0.00
Asia,Israel,2020-06-15,8655541,NULL,0.00
Oceania,Papua New Guinea,2021-01-28,8947027,NULL,0.00
North America,Saint Vincent and the Grenadines,2021-03-29,110947,NULL,0.00
North America,Barbados,2020-07-04,287371,NULL,0.00
Europe,Croatia,2020-07-24,4105268,NULL,0.00
Africa,Mauritania,2020-03-15,4649660,NULL,0.00
Asia,Mongolia,2020-10-17,3278292,NULL,0.00
Oceania,New Zealand,2020-12-30,4822233,NULL,0.00
North America,Panama,2020-09-10,4314768,NULL,0.00
Europe,Serbia,2021-02-09,6804596,NULL,0.00
South America,Suriname,2020-09-14,586634,NULL,0.00
Europe,Russia,2020-03-31,145934460,NULL,0.00
Asia,Maldives,2021-01-11,540542,NULL,0.00
Asia,Philippines,2020-07-19,109581085,NULL,0.00
Africa,Equatorial Guinea,2020-11-16,1402985,NULL,0.00
Europe,Iceland,2020-12-07,341250,NULL,0.00
Asia,China,2020-03-10,1439323774,NULL,0.00
Africa,Libya,2020-07-07,6871287,NULL,0.00
Asia,Nepal,2021-04-14,29136808,NULL,0.00
Asia,Qatar,2021-02-10,2881060,NULL,0.00
Asia,Jordan,2020-05-09,10203140,NULL,0.00
Europe,North Macedonia,2020-08-25,2083380,NULL,0.00
North America,Saint Kitts and Nevis,2020-04-25,53192,NULL,0.00
Europe,Ukraine,2020-06-27,43733759,NULL,0.00
Europe,Finland,2020-09-21,5540718,NULL,0.00
Europe,Greece,2020-04-07,10423056,NULL,0.00
Africa,Guinea-Bissau,2020-12-01,1967998,NULL,0.00
North America,Honduras,2020-11-26,9904608,NULL,0.00
Europe,Iceland,2020-12-14,341250,NULL,0.00
North America,Jamaica,2021-03-03,2961161,NULL,0.00
Europe,Poland,2020-11-06,37846605,NULL,0.00
Africa,Tunisia,2020-11-16,11818618,NULL,0.00
Asia,Armenia,2020-04-03,2963234,NULL,0.00
Africa,Djibouti,2020-06-27,988002,NULL,0.00
Asia,Kuwait,2020-09-06,4270563,NULL,0.00
South America,Suriname,2020-10-22,586634,NULL,0.00
Europe,Croatia,2020-12-11,4105268,NULL,0.00
Africa,Eritrea,2020-08-26,3546427,NULL,0.00
Europe,Finland,2020-10-22,5540718,NULL,0.00
Asia,Jordan,2021-03-23,10203140,NULL,0.00
Asia,Mongolia,2020-11-17,3278292,NULL,0.00
Asia,Syria,2021-01-15,17500657,NULL,0.00
Asia,Tajikistan,2020-08-14,9537642,NULL,0.00
Africa,Morocco,2020-11-16,36910558,NULL,0.00
Europe,Romania,2020-07-16,19237682,NULL,0.00
Europe,United Kingdom,2020-08-22,67886004,NULL,0.00
South America,Uruguay,2020-12-12,3473727,NULL,0.00
Europe,Bosnia and Herzegovina,2021-03-02,3280815,NULL,0.00
Africa,Burkina Faso,2020-07-21,20903278,NULL,0.00
Europe,Slovakia,2020-06-01,5459643,NULL,0.00
Europe,Cyprus,2020-03-12,875899,NULL,0.00
Africa,Eswatini,2021-03-26,1160164,NULL,0.00
Africa,South Africa,2021-04-15,59308690,NULL,0.00
Asia,Armenia,2020-09-14,2963234,NULL,0.00
North America,Bahamas,2020-12-09,393248,NULL,0.00
Asia,Bahrain,2020-03-04,1701583,NULL,0.00
North America,El Salvador,2020-05-24,6486201,NULL,0.00
Africa,Sudan,2020-04-26,43849269,NULL,0.00
South America,Venezuela,2021-04-01,28435943,NULL,0.00
Asia,South Korea,2020-06-15,51269183,NULL,0.00
Asia,Azerbaijan,2020-10-07,10139175,NULL,0.00
South America,Ecuador,2020-11-10,17643060,NULL,0.00
Africa,Gabon,2020-12-26,2225728,NULL,0.00
Asia,Vietnam,2021-02-05,97338583,NULL,0.00
North America,Barbados,2020-12-29,287371,NULL,0.00
Africa,Cote d'Ivoire,2020-06-23,26378275,NULL,0.00
Asia,Nepal,2020-04-06,29136808,NULL,0.00
Europe,North Macedonia,2020-08-01,2083380,NULL,0.00
Africa,Cameroon,2020-03-20,26545864,NULL,0.00
North America,El Salvador,2020-12-12,6486201,NULL,0.00
North America,Haiti,2020-03-24,11402533,NULL,0.00
Asia,Malaysia,2020-03-06,32365998,NULL,0.00
Europe,United Kingdom,2020-02-26,67886004,NULL,0.00
Africa,Angola,2021-03-02,32866268,NULL,0.00
Europe,Denmark,2020-10-30,5792203,NULL,0.00
Africa,Egypt,2020-02-24,102334403,NULL,0.00
Africa,Niger,2020-08-09,24206636,NULL,0.00
Oceania,Fiji,2020-06-23,896444,NULL,0.00
North America,Honduras,2020-11-02,9904608,NULL,0.00
North America,Jamaica,2021-03-27,2961161,NULL,0.00
Asia,Tajikistan,2021-01-08,9537642,NULL,0.00
North America,Belize,2020-03-25,397621,NULL,0.00
Africa,Burkina Faso,2021-01-01,20903278,NULL,0.00
Africa,Central African Republic,2020-07-04,4829764,NULL,0.00
Asia,Iraq,2020-07-02,40222503,NULL,0.00
North America,Dominica,2020-12-23,71991,NULL,0.00
Europe,France,2020-08-26,68147687,NULL,0.00
Asia,Israel,2020-12-10,8655541,NULL,0.00
Asia,Thailand,2020-07-30,69799978,NULL,0.00
Asia,Singapore,2020-09-07,5850343,NULL,0.00
Africa,South Sudan,2021-02-27,11193729,NULL,0.00
Europe,Spain,2020-10-15,46754783,NULL,0.00
Europe,Albania,2021-01-26,2877800,NULL,0.00
Europe,Czechia,2020-08-02,10708982,NULL,0.00
Asia,Japan,2020-08-19,126476458,NULL,0.00
Asia,Turkey,2020-10-02,84339067,NULL,0.00
Africa,Zambia,2021-04-26,18383956,NULL,0.00
Europe,Switzerland,2020-03-06,8654618,NULL,0.00
Europe,Vatican,2020-10-30,809,NULL,0.00
South America,Venezuela,2020-04-17,28435943,NULL,0.00
Africa,Senegal,2020-07-26,16743930,NULL,0.00
Asia,Uzbekistan,2020-03-30,33469199,NULL,0.00
Asia,Indonesia,2020-03-13,273523621,NULL,0.00
North America,Nicaragua,2021-03-20,6624554,NULL,0.00
Europe,Belgium,2020-09-07,11589616,NULL,0.00
North America,Canada,2020-07-02,37742157,NULL,0.00
Africa,Eritrea,2020-07-19,3546427,NULL,0.00
Europe,Estonia,2020-07-02,1326539,NULL,0.00
Europe,France,2020-03-01,68147687,NULL,0.00
Europe,Liechtenstein,2020-08-31,38137,NULL,0.00
Africa,Seychelles,2020-12-30,98340,NULL,0.00
Europe,Andorra,2021-02-14,77265,NULL,0.00
Asia,Bhutan,2020-06-06,771612,NULL,0.00
Asia,Georgia,2021-01-11,3989175,NULL,0.00
Asia,Japan,2021-01-02,126476458,NULL,0.00
Europe,Norway,2020-09-16,5421242,NULL,0.00
Africa,Cameroon,2020-09-14,26545864,NULL,0.00
Africa,Congo,2020-04-12,5518092,NULL,0.00
Asia,Iran,2020-08-08,83992953,NULL,0.00
Africa,Morocco,2020-05-15,36910558,NULL,0.00
Asia,Taiwan,2020-03-03,23816775,NULL,0.00
Africa,Benin,2021-03-11,12123198,NULL,0.00
Africa,Cape Verde,2020-08-04,555988,NULL,0.00
Africa,Chad,2020-08-23,16425859,NULL,0.00
Europe,Moldova,2020-07-12,4033963,NULL,0.00
Asia,Myanmar,2020-06-10,54409794,NULL,0.00
Europe,Spain,2021-04-11,46754783,NULL,0.00
Europe,Sweden,2020-07-26,10099270,NULL,0.00
Asia,Timor,2020-12-24,1318442,NULL,0.00
Africa,Uganda,2020-06-24,45741000,NULL,0.00
Asia,Afghanistan,2020-03-03,38928341,NULL,0.00
Europe,Russia,2020-02-22,145934460,NULL,0.00
North America,Trinidad and Tobago,2020-04-13,1399491,NULL,0.00
Asia,Vietnam,2020-08-11,97338583,NULL,0.00
Europe,Belarus,2021-02-15,9449321,NULL,0.00
South America,Bolivia,2021-01-15,11673029,NULL,0.00
Asia,Brunei,2021-01-14,437483,NULL,0.00
Europe,Montenegro,2020-09-13,628062,NULL,0.00
Europe,Bosnia and Herzegovina,2020-08-12,3280815,NULL,0.00
Africa,Sao Tome and Principe,2020-05-17,219161,NULL,0.00
Europe,Czechia,2020-03-08,10708982,NULL,0.00
Europe,Denmark,2020-05-19,5792203,NULL,0.00
Asia,Kyrgyzstan,2020-10-28,6524191,NULL,0.00
North America,Belize,2020-09-12,397621,NULL,0.00
South America,Brazil,2020-10-12,212559409,NULL,0.00
North America,Cuba,2020-12-04,11326616,NULL,0.00
Africa,Sao Tome and Principe,2020-10-28,219161,NULL,0.00
Europe,Switzerland,2021-01-18,8654618,NULL,0.00
Europe,Bulgaria,2020-03-30,6948445,NULL,0.00
Africa,Comoros,2020-09-14,869595,NULL,0.00
North America,Costa Rica,2021-03-09,5094114,NULL,0.00
Africa,Equatorial Guinea,2020-05-29,1402985,NULL,0.00
Asia,Oman,2020-05-30,5106622,NULL,0.00
Asia,Kuwait,2021-02-24,4270563,NULL,0.00
Europe,Slovakia,2020-11-19,5459643,NULL,0.00
Europe,Spain,2021-03-28,46754783,NULL,0.00
Asia,Afghanistan,2021-01-15,38928341,NULL,0.00
Asia,Cambodia,2020-09-05,16718971,NULL,0.00
Africa,Lesotho,2021-01-27,2142252,NULL,0.00
Africa,Madagascar,2020-06-06,27691019,NULL,0.00
Asia,Malaysia,2020-03-13,32365998,NULL,0.00
Asia,Singapore,2021-02-01,5850343,NULL,0.00
Europe,Belarus,2020-07-21,9449321,NULL,0.00
Europe,Belgium,2020-09-14,11589616,NULL,0.00
South America,Guyana,2020-07-15,786559,NULL,0.00
Asia,Iraq,2020-06-25,40222503,NULL,0.00
Europe,Greece,2020-03-07,10423056,NULL,0.00
Africa,Mauritius,2021-01-11,1271767,NULL,0.00
Africa,Namibia,2020-12-29,2540916,NULL,0.00
Asia,Armenia,2020-09-21,2963234,NULL,0.00
Africa,Djibouti,2020-12-15,988002,NULL,0.00
Africa,Ethiopia,2020-12-25,114963583,NULL,0.00
Asia,India,2020-10-19,1380004385,NULL,0.00
South America,Brazil,2020-04-24,212559409,NULL,0.00
South America,Ecuador,2021-03-30,17643060,NULL,0.00
Asia,Lebanon,2020-10-15,6825442,NULL,0.00
Africa,Libya,2020-12-25,6871287,NULL,0.00
Europe,Portugal,2020-06-07,10196707,NULL,0.00
Asia,United Arab Emirates,2020-07-03,9890400,NULL,0.00
North America,United States,2020-01-23,331002647,NULL,0.00
Africa,Egypt,2020-07-13,102334403,NULL,0.00
Europe,Luxembourg,2020-07-17,625976,NULL,0.00
North America,Anguilla,2021-02-24,15002,NULL,0.00
North America,Barbados,2021-01-05,287371,NULL,0.00
Africa,Botswana,2020-12-12,2351625,NULL,0.00
South America,Chile,2020-08-10,19116209,NULL,0.00
Oceania,Samoa,2020-12-22,198410,NULL,0.00
Africa,Zambia,2020-11-13,18383956,NULL,0.00
North America,Bahamas,2020-07-15,393248,NULL,0.00
South America,Ecuador,2020-11-03,17643060,NULL,0.00
Asia,Indonesia,2020-03-20,273523621,NULL,0.00
Asia,South Korea,2020-11-09,51269183,NULL,0.00
Asia,Thailand,2020-08-06,69799978,NULL,0.00
Africa,Ghana,2020-06-24,31072945,NULL,0.00
Africa,Guinea-Bissau,2021-01-01,1967998,NULL,0.00
Europe,Kosovo,2020-04-13,1932774,NULL,0.00
Europe,Netherlands,2020-10-28,17134873,NULL,0.00
Europe,Russia,2020-09-18,145934460,NULL,0.00
Asia,Laos,2020-09-21,7275556,NULL,0.00
Africa,Somalia,2020-12-18,15893219,NULL,0.00
Africa,Egypt,2021-01-07,102334403,NULL,0.00
Africa,Mali,2020-07-06,20250834,NULL,0.00
Europe,Poland,2021-04-26,37846605,NULL,0.00
North America,Saint Lucia,2021-03-21,183629,NULL,0.00
Europe,Slovenia,2020-07-17,2078932,NULL,0.00
Africa,Zimbabwe,2020-08-03,14862927,NULL,0.00
South America,Argentina,2020-09-05,45195777,NULL,0.00
Africa,Benin,2020-04-27,12123198,NULL,0.00
Africa,Namibia,2020-07-04,2540916,NULL,0.00
Europe,Norway,2020-10-24,5421242,NULL,0.00
Oceania,Papua New Guinea,2020-07-20,8947027,NULL,0.00
Africa,Senegal,2020-03-08,16743930,NULL,0.00
Asia,Iran,2020-07-01,83992953,NULL,0.00
Asia,Kyrgyzstan,2020-10-21,6524191,NULL,0.00
Oceania,Vanuatu,2021-02-18,307150,NULL,0.00
Africa,Eswatini,2020-09-29,1160164,NULL,0.00
North America,Grenada,2020-04-30,112519,NULL,0.00
Europe,Liechtenstein,2020-03-20,38137,NULL,0.00
Asia,Malaysia,2020-03-20,32365998,NULL,0.00
Europe,Ukraine,2021-01-15,43733759,NULL,0.00
South America,Uruguay,2020-06-17,3473727,NULL,0.00
Europe,North Macedonia,2020-09-08,2083380,NULL,0.00
Oceania,Solomon Islands,2021-03-01,686878,NULL,0.00
Asia,Indonesia,2021-03-04,273523621,NULL,0.00
Africa,Liberia,2020-08-16,5057677,NULL,0.00
Europe,San Marino,2020-03-24,33938,NULL,0.00
Asia,Yemen,2020-05-21,29825968,NULL,0.00
Africa,Burkina Faso,2021-02-08,20903278,NULL,0.00
North America,Guatemala,2021-01-29,17915567,NULL,0.00
North America,Trinidad and Tobago,2020-10-01,1399491,NULL,0.00
Africa,Algeria,2020-08-09,43851043,NULL,0.00
North America,Dominica,2021-01-30,71991,NULL,0.00
North America,Dominican Republic,2021-02-02,10847904,NULL,0.00
Africa,Nigeria,2021-01-12,206139587,NULL,0.00
Asia,Taiwan,2021-04-18,23816775,NULL,0.00
Africa,Tunisia,2020-04-28,11818618,NULL,0.00
Europe,Latvia,2020-06-24,1886202,NULL,0.00
Europe,Norway,2020-04-29,5421242,NULL,0.00
Oceania,Australia,2020-06-13,25499881,NULL,0.00
Africa,Burundi,2020-10-26,11890781,NULL,0.00
Africa,Chad,2020-08-09,16425859,NULL,0.00
Europe,Finland,2020-04-03,5540718,NULL,0.00
Europe,Greece,2020-09-25,10423056,NULL,0.00
Asia,Japan,2020-03-01,126476458,NULL,0.00
Asia,Kazakhstan,2020-06-20,18776707,NULL,0.00
North America,Mexico,2020-06-29,128932753,NULL,0.00
North America,United States,2020-07-19,331002647,NULL,0.00
Europe,Italy,2020-06-23,60461828,NULL,0.00
Europe,Liechtenstein,2020-09-14,38137,NULL,0.00
Europe,Lithuania,2021-02-14,2722291,NULL,0.00
Europe,Cyprus,2021-02-24,875899,NULL,0.00
Asia,Iran,2020-12-26,83992953,NULL,0.00
Europe,Vatican,2021-04-19,809,NULL,0.00
Africa,Benin,2020-10-22,12123198,NULL,0.00
North America,Honduras,2021-04-15,9904608,NULL,0.00
Africa,Mozambique,2020-12-11,31255435,NULL,0.00
Africa,Cape Verde,2020-07-21,555988,NULL,0.00
Africa,Democratic Republic of Congo,2020-10-29,89561404,NULL,0.00
Africa,Gabon,2020-07-08,2225728,NULL,0.00
North America,Jamaica,2021-02-17,2961161,NULL,0.00
Europe,Moldova,2020-06-28,4033963,NULL,0.00
Africa,Rwanda,2020-06-02,12952209,NULL,0.00
Africa,South Africa,2020-03-31,59308690,NULL,0.00
Asia,Thailand,2020-02-10,69799978,NULL,0.00
North America,Bahamas,2020-07-22,393248,NULL,0.00
Africa,Mozambique,2020-07-10,31255435,NULL,0.00
North America,Dominica,2020-08-05,71991,NULL,0.00
Africa,Gambia,2020-12-18,2416664,NULL,0.00
Europe,Kosovo,2020-09-07,1932774,NULL,0.00
Europe,Netherlands,2020-06-03,17134873,NULL,0.00
Asia,Taiwan,2020-04-10,23816775,NULL,0.00
Asia,Cambodia,2020-03-11,16718971,NULL,0.00
Europe,Germany,2020-03-13,83783945,NULL,0.00
Asia,Laos,2020-04-27,7275556,NULL,0.00
Africa,Lesotho,2021-01-20,2142252,NULL,0.00
Africa,Madagascar,2020-06-13,27691019,NULL,0.00
Asia,Myanmar,2020-05-03,54409794,NULL,0.00
North America,Saint Lucia,2020-04-06,183629,NULL,0.00
Africa,Gambia,2020-06-23,2416664,NULL,0.00
Africa,Ghana,2020-07-25,31072945,NULL,0.00
Europe,Hungary,2020-09-27,9660350,NULL,0.00
Asia,Jordan,2020-09-26,10203140,NULL,0.00
Asia,Laos,2020-04-03,7275556,NULL,0.00
Asia,Palestine,2020-04-28,5101416,NULL,0.00
Asia,Turkey,2020-03-14,84339067,NULL,0.00
North America,Panama,2020-04-23,4314768,NULL,0.00
Africa,Somalia,2020-06-23,15893219,NULL,0.00
Asia,South Korea,2020-05-08,51269183,NULL,0.00
Africa,Uganda,2020-11-11,45741000,NULL,0.00
Africa,Eswatini,2020-04-04,1160164,NULL,0.00
Oceania,Papua New Guinea,2021-01-14,8947027,NULL,0.00
Africa,Senegal,2020-09-02,16743930,NULL,0.00
Asia,Bhutan,2020-11-24,771612,NULL,0.00
South America,Chile,2020-07-17,19116209,NULL,0.00
Europe,Poland,2020-05-12,37846605,NULL,0.00
North America,Saint Kitts and Nevis,2020-09-12,53192,NULL,0.00
Asia,Brunei,2020-06-26,437483,NULL,0.00
Africa,Cameroon,2021-03-04,26545864,NULL,0.00
Asia,Iraq,2020-12-20,40222503,NULL,0.00
Asia,Myanmar,2020-10-28,54409794,NULL,0.00
Africa,Guinea,2020-06-27,13132792,NULL,0.00
Asia,Myanmar,2021-04-24,54409794,NULL,0.00
Europe,Portugal,2020-12-02,10196707,NULL,0.00
Asia,Singapore,2020-02-18,5850343,NULL,0.00
Africa,Togo,2021-03-23,8278737,NULL,0.00
Africa,Angola,2020-08-29,32866268,NULL,0.00
Europe,Austria,2020-08-11,9006400,NULL,0.00
Asia,Bhutan,2020-05-30,771612,NULL,0.00
Africa,Comoros,2021-03-04,869595,NULL,0.00
Asia,Israel,2020-05-22,8655541,NULL,0.00
Asia,Laos,2021-04-11,7275556,NULL,0.00
North America,Cuba,2020-06-09,11326616,NULL,0.00
South America,Argentina,2020-09-12,45195777,NULL,0.00
Africa,Democratic Republic of Congo,2020-05-04,89561404,NULL,0.00
Asia,Indonesia,2020-09-07,273523621,NULL,0.00
Oceania,New Zealand,2020-12-23,4822233,NULL,0.00
Asia,Sri Lanka,2020-02-07,21413250,NULL,0.00
Oceania,Fiji,2021-01-18,896444,NULL,0.00
North America,Jamaica,2021-01-24,2961161,NULL,0.00
North America,Mexico,2020-06-05,128932753,NULL,0.00
Europe,Sweden,2020-12-20,10099270,NULL,0.00
South America,Venezuela,2020-11-12,28435943,NULL,0.00
Asia,Afghanistan,2020-07-28,38928341,NULL,0.00
Asia,Azerbaijan,2020-03-19,10139175,NULL,0.00
North America,Canada,2020-05-25,37742157,NULL,0.00
North America,Guatemala,2021-02-22,17915567,NULL,0.00
North America,Haiti,2021-04-15,11402533,NULL,0.00
Europe,Malta,2020-07-24,441539,NULL,0.00
Asia,Bahrain,2020-10-06,1701583,NULL,0.00
Asia,Bangladesh,2020-12-09,164689383,NULL,0.00
Asia,Japan,2020-08-26,126476458,NULL,0.00
Asia,Kazakhstan,2020-12-15,18776707,NULL,0.00
Asia,Palestine,2020-11-16,5101416,NULL,0.00
Africa,Angola,2021-02-23,32866268,NULL,0.00
Asia,Azerbaijan,2020-09-13,10139175,NULL,0.00
Europe,Switzerland,2020-07-31,8654618,NULL,0.00
Europe,Vatican,2021-03-26,809,NULL,0.00
Asia,Bahrain,2020-04-11,1701583,NULL,0.00
Africa,Gabon,2021-01-02,2225728,NULL,0.00
Asia,Georgia,2020-12-11,3989175,NULL,0.00
North America,Saint Lucia,2020-10-01,183629,NULL,0.00
South America,Argentina,2020-03-18,45195777,NULL,0.00
